REFERENCIA;PRECIO;PRODUCTO
20172;19600;COLOR PRISMACOLOR D. PUNTA 12/24              
20175;3600;JUEGO GEOMETRICO ECO PP 30CM ARTESCO              
20177;900;GANCHO GRAPA GALVA 26/6 X1000 ARTESCO      
20179;6200;JUEGO ESCUADRA X2 45-60 X32 ARTESCO            
20180;4100;PLANTILLA DE LETRAS ARTESCO                    
20182;2400;NOTAS ADH 76X100H STDO 366 OFFIESCO            
20183;2100;NOTAS ADH NEON X100H CLARK                 
20193;3700;CARTON MICROCORRUGADO 70X100 ESTAMPADO GOMEZUL     
20202;700;PAPEL CELOFAN ESTAMPADO 70X100 STDO GOMEZUL        
20205;18150;ROLLO METALIZADO X25MTS GOMEZUL        
20207;6900;JUEGO BINGO X20 TABLAS ARTISAN           
20210;16600;BLOCK 1/8 CREARTE MULTIUSOS           
20211;7400;CARTERA UNIVERSITARIA SENCILLA ARTISAN        
20212;28600;CARTERA LA NUEVA FORMA DE ENSE•AR ARTISAN
20214;5800;LIMPIADOR DE TABLEROS TRAZO LIM 500ML          
20215;2900;JUEGO MINI LOTERIA ARTISAN      
20216;6900;JUEGO LOTERIA BILINGUE GDE ARTISAN      
20217;8700;TINTA 39ML STDO ARTISAN         
20218;2200;TIJERA P ROMA ARTISAN
20219;12800;PLUMON X12 PUNTA PINCEL ARTISAN                              
20220;28100;PLUMON X24 PUNTA PINCEL ARTISAN                              
20221;6900;TINTA TIZA LIQ 35ML TINTAS Y T       
20222;21500;COLOR ECOLOGICO 4MM X20UN ARTISAN                 
20223;51500;COLOR ECOLOGICO 4MM X48UN ARTISAN                 
20224;14000;COLOR ARTISAN 4MM X24                       
20225;7000;COLOR ARTISAN 4MM X12                       
20226;400;LAPIZ AMA HB  ARTISAN         
20227;800;LAPIZ MIRADO-CANDY SANFORD         
20228;48300;LIBRO MANDALAS HADAS+COLOR ECOLO X24
20229;29000;LIBRO MANDALAS #1+COLOR ECOLOG X24
20230;48300;LIBRO MANDALAS #2+COLOR ECOLOGICO X36               
20232;14700;CUAD 95-7M MU•ECOS-FLORES-DESING 175H LUKIS                     
20235;7700;CUAD PD COS MU•ECOS-FLORES-DESING 2020-2021 LUKIS                 
20238;10400;MALETIN IMPRESO OFICIO  LUKAS                   
20239;9700;MALETIN UNICOLOR OFICIO  LUKAS                   
20240;14300;ARCHIVADOR 13 BOLS IMPRESO OFICIO LUKAS
20241;13600;ARCHIVADOR 13 BOLS UNICOLOR OFICIO LUKAS
20242;13400;ARCHIVADOR 13 BOLS BICOLOR OFICIO LUKAS
20243;5200;CARPETA LIGA ESTAMPANDA LUKIS          
20244;3400;CARPETA LIGA UNICOLOR LUKIS          
20245;3200;CARPETA LEG OFICIO PLAST ESTAMP LUKAS
20246;2500;CARPETA LEG PLAST OFICIO UNICOLOR LUKAS
20247;6500;CARPETA ESCOLAR FUELLE ESTAMP LUKAS        
20248;4100;CARPETA ESCOLAR FUELLE UNICOLOR LUKAS        
20249;2000;SOBRE PLASTICO HILO OFICIO LUKAS    
20251;5600;CREYON X12 DELG TRIANG KORES                     
20252;6300;PLASTILINA X13 LARGA KORES        
20253;27800;LAPIZ GRADUADO X6 STAEDTLER              
20254;1600;MARCADOR PERM SHARPIE TANK STDO
20257;4100;BORRADOR COLORES PASTEL BLISTER X4 845 PRIMAVERA             
20259;9200;NOTAS ADH 50X40 AMA PTE X12 X100H KORES                
20260;3200;NOTAS ADH NEON X4 38X50 400H 364 OFFIESC            
20264;3300;ESCUADRA 45-32CM KORES                 
20266;1200;REGLA PLASTICA ELASTIK 15CM KORES                    
20273;17100;NIEVE SPRAY 300ML BLANCO F ARTE
20274;24600;VINILO KILO COLOR PLATA FRANCO ARTE              
20278;6200;CUAD COS ANIMALES MARCA PROPIA 100H R-1 R-2 R-3  LEGIS               
20282;4500;CUAD COS 1M ADOPCION 100H R-1-2  LEGIS               
20284;6800;CUAD COS LICENCIAS 100H R-1 R-2 R-3  LEGIS               
20285;4500;CUAD COS 100H R1 R2 PETS MOVIE LEGIS            
20292;4500;CUAD COS 1M TITANS GO-20 100H R-1-2  LEGIS               
20299;6000;CUAD ARG 1M 105 TAPA FLEXI R-1-2  LEGIS               
20305;3600;CUAD COS 1M ANIMALES BOSQUE-20 50H R-2  LEGIS               
20309;14400;MALETIN PETS MOVIE-20 KM15006PM-20 LEGIS                   
20311;13300;MALETIN CONFETTI-20 KM15006CF-20 LEGIS                   
20312;400;TRANSPORTADOR 180 007 JK             
20314;8400;FOLDER 105 TRZOS DE CARBON-20 LEGIS      
20315;22100;CARTERA LONA DOBLE BLANCO NEGRO-21 LEGIS                  
20323;7400;PEGANTE UHU ESCARCHADO X6 1OML  LEGIS         
20328;1400;MARCADOR BORRABLE KEEPER INK COLOR STDO        
20331;1100;MARCADOR PERMAN KEEPER INK COLOR STDO        
20335;1100;RESALTADOR KEEPER INK COLOR STDO      
20339;8800;PLUMON PUNTA PINCEL NEON X5 KEEPER                             
20341;10200;PLUMON PUNTA PINCEL PASTEL SURT X6 KEEPER                             
20342;15300;PLUMON PUNTA PINCEL SURT X10 KEEPER                             
20343;21000;PLUMON PUNTA PINCEL SURT X15 KEEPER                             
20344;27800;PLUMON PUNTA PINCEL SURT X20 KEEPER                             
20345;33600;PLUMON PUNTA PINCEL SURT X25 KEEPER                             
20356;4000;MARCADOR SHARPIE TWIN D. PUNTA 
20357;5000;COLOR JUMBO X12 CARIOCA AR1180
20358;13100;MARCADOR MAGICO X10 CARIOCA
20359;14900;MARCADOR OLOR X12 CARIOCA
20360;1600;SOBRE BROCHE OFICIO LEGIS
20361;1500;CARPETA SEGURIDAD 1/2 CTA COLOR STDO LEGIS     
20365;3200;CARPETA SEGURIDAD OFICIO BANDA DELG SURT
20366;2700;CARPETA SEGURIDAD OFICIO BANDA DELG COLOR STDO
20371;4800;CARPETA SEGURIDAD MANIJA RF KM6400AZM LEGIS       
20372;4800;CARPETA SEGURIDAD MANIJA RF KM6400AZ LEGIS       
20373;7500;MALETIN CANDY-PASTEL STDO 1/8 KM1506 LEGIS                
20383;4500;CARPETA SEGURIDAD OFICIO SURTIDA PASTEL LEGIS    
20385;6400;CARPETA SEGURIDAD OFICIO AMARILLO PASTEL LEGIS    
20388;14400;MALETIN ANGRY BIRD-20 KM15006AB-20 LEGIS                   
20390;900;MICROPUNTA KEEPER INK COLOR SURT LEGIS                      
20392;16600;JUEGO 5 EN1 ARTISAN           
20396;9200;ROLLO CONTAC INFANT COMICS 1190 FORMAS Y C        
20404;5700;CUAD COS MY LITTLE/CRYBABIES/STICH 100H A-B-C-D NORMA
20407;2500;BLOCK MANTEQUILLA CARTA X35 ARTISAN         
20408;2100;CONSTITUCCION POLITICA DE COLOMBIA FABRIFOLDER             
20409;1800;CUAD DIBUJO GRAPADO GRANDE FABRIFOLDER                       
20411;6900;DIAMANTINA X5 GLITTER CLASSIC ELMERS
20412;37800;COLOR PRISMACOLOR D. PUNTA 24/48 
20413;7700;COLOR TRIANGULAR X12/10 552038 NORMA         
20414;14700;MARCADOR PERMANENTE P FINA X8 STDO 554172 NORMA  
20415;22900;MARCADOR PERM P FINA X13 STDO KIUT 553869 
20417;2600;TIZA PASTEL X12 RF 0212-12 JK                
20418;1000;PORTAMINAS TINKY ICE 0 7MM PASTEL PELIKAN                
20420;5800;TARJETA NAVIDAD APLIQ MED X8 PRIMAVERA      
20421;20600;ROLLO CELOFAN ESTAMP X25MT PRIMAVERA             
20423;10100;COLOR UNIPUNTA RED INCOLOR X15 4623 SCRIBE                    
20424;3700;COLOR UNIPUNTA RED QNOTA X12 4815 SCRIBE                    
20425;3700;COLOR DOBLE-PUNTA RED QNOTA 4816 SCRIBE                    
20426;2300;CARPETA LEGAJADORA OFICIO SURT 4835 SCRIBE              
20427;2100;CARPETA LEGAJADORA CARTA SURT 4834 SCRIBE              
20428;4500;BLOCK EDAD MEDIA 1/4 X20H FABRIESCOF              
20429;2600;CARTILLA CHIQUI ADIVINANZAS NIKA       
20430;2500;CARTILLA CHIQUI INGLES AVANZADO
20431;2600;CARTILLA CHIQUI ESCRITURA NIKA
20435;342900;TABLERO CORCHO 120x240CM F.A.O         
20436;9700;LIBRO ACTAS X100 FOL NIKA                
20437;13600;LIBRO ACTAS X200 FOL NIKA                
20438;9800;LIBRO 3COL X100 FOL NIKA                        
20439;13600;LIBRO 3COL X200 FOL NIKA                        
20442;7000;LIBRO FISCAL NIKA               
20443;3100;LETRA CAMBIO X100H NIKA                         
20448;2000;MARCADOR MULTIMARK 421F COLOR STDO FABER C               
20451;3900;CUAD COS GDE R-1 R-2 R-3 MASTER UNISEX X100H SCRIBE     
20454;3100;CUAD COS GDE R-1 R-2 R-3 MASTER UNISEX X50H SCRIBE     
20460;5400;CUAD ARG GDE MASTER UNISEX R-1 R-2 X80H SCRIBE      
20464;4200;CUAD ARG PEQ R-1 R-2 MASTER UNISEX X80H SCRIBE      
20468;7300;CUAD ARG PD GDE MASTER UNISEX R-1 R-2 X80H SCRIBE   
20472;5200;CUAD ARG PD PEQ R-1 R-2 MASTER UNISEX X80H SCRIBE   
20476;8400;CUAD COS 95 PD MASTER R-1 R-2 UNISEX X100H  SCRIBE      
20479;4400;NOTAS ADH MINI GIPAO 50X50 400H               
20481;5600;"TIJERA 7.5"" SYSABE TOF175 "
20482;1300;DVD-R TIGER-MATRIX              
20483;2600;PALO PINCHO 4030 BAMBU X90 DELGADO                     
20484;2600;PALO PINCHO 3030 BAMBU X50 GRUESO                       
20486;1100;CUCHILLA BISTURI L-100 PEQ X10      
20490;279000;TABLERO ACRILICO M MAD 120X240CM F A O             
20491;9000;PLUMON X12 SUPER 343 PRIMEVRA
20493;4500;CREYON JUMBO X6 UNID ALVAPLAST                   
20494;8700;COLOR DOBLE PUNTA X13+ SACAP 4MM MI TRENSITO             
20495;1800;TARJETA DE PARA LINO X50 STDO ANGELS                       
20496;6100;ARMATODO X675 CHILDREN               
20497;4200;BLOCK CARTA 70H CUADROS DISNEY            
20498;4200;BLOCK CARTA 70H RAYAS DISNEY            
20499;2300;CARTULINA ESCOLAR 1/8 X10 STDO GOMEZUL      
20508;6200;SACAPUNTA DOBLE STRETCHY KEYROAD        
20509;1700;REGLA FLOWER POWER 415 PRIMAVERA                
20510;4000;TIJERAS FLOWER POWER 403 PRIMAVERA               
20512;6400;"TIJERAS 8.5"" SYSABE TOF185           "
20513;3700;PEGANTE BARRA TRANSP 40GR 401 PRIMAVERA             
20514;2900;PEGANTE BARRA BLANCO 40GR 402 PRIMAVERA             
20515;17800;RESALTADOR BLISTER PETALOS X10 TEXMARKER PASTEL PELIKAN        
20518;1100;SOBRE BROCHE CARTA COLOR FABRIFOLDER
20523;3500;BLOCK OFICIO 70H BOND R-1 R-2 IMAGENES        
20532;1900;CUAD COS NORMA STICKER FEM-MAS 50H R-1 R-2 NORMA    
20534;2400;CUAD COS NORMA STICKER FEM-MAS 100H R-1 R-2 R-3-B NORMA
20537;34700;ROLLO METALIZADO X50MTS GOMEZUL        
20538;1500;TACO PERIODICO X250 FABRIFOLDER                        
20540;700;TALONARIO VALE CON TALON X60H FABRIFOLDER
20541;1000;FACTURERO 1/32 BOND X60H FABRIFOLDER                   
20542;12800;MAXIBLOQUES X60 LEGADO L                            
20543;9100;FORMAS DIDAC MINERVA PAQ X32 7001 LEGIS           
20550;4400;CUAD COS DISNEY STDO 50H R-1 R-2 R-3 PRIMAVERA           
20551;14400;COLOR PERSONAJES JUMBO X12 399 PRIMAVERA                    
20552;6500;COLOR FLOWER POWER X12 360 PRIMAVERA                    
20553;700;LAPIZ HB PERSONAJES - CLASIC PRIMAVERA                     
20554;500;LAPIZ HB NEON PRIMAVERA                     
20588;5700;CUAD COS GDE R-1-2-3 MASTER M+S X100H SCRIBE             
20591;4400;CUAD COS GDE R-1-2-3 MASTER M+S X50H  SCRIBE             
20640;6000;CARPETA PLASTICA COL20 MOTIVOS SCRIBE               
20646;2300;CUAD COS GDE R-1 R-2 R-3 LINK UNISEX X100H SCRIBE        
20650;3600;TARJETA DE PARA NAVIDAD A-06 x100 EXTRA                      
20655;7300;CUAD ARG 1M 105 TAPA DURA R-2 DISTORCION LIQ LEGIS      
20657;61700;"MORRAL MINNIE-MICKEY 16"" APLIQUE 1919 PRIMAVERA   "
20661;8400;FOLDER 105 FRASES COLOMBIANAS-20 LEGIS      
20662;9700;CARTERA DOBLE SERVICIO ESTAMPADO STDO LEGIS                  
20673;1600;RESALTADOR MINI KEEPER INK COLOR STDO PASTEL     
20678;17500;TEMPERA SOLIDA X6 CARIOCA                  
20679;7000;TEMPERA METALIZADA X6 CARIOCA                  
20685;1800;CUAD COS GDE R-1 R-2 R-3 LINK UNISEX X50H SCRIBE        
20694;31900;GUIA LETTERING ARTISAN          
20700;7300;PLUMON  DELG X12 RED SCRIBE         
20701;9300;PLUMON GRUESO X12 RED SCRIBE         
20703;82700;MORRAL ESCOLAR TRIBALS  SCRIBE                     
20704;21700;CARTERA ESCOLAR TRIBALS SCRIBE               
20712;7800;CARTERA SURT DISNEY 2 CIERRES SCRIBE               
20713;11900;CARTERA SURT DISNEY 3 CIERRES SCRIBE               
20717;600;REGLA 30 CMS - TRASLUCIDA L AZUL                  
20718;1000;CURVIGRAFO MEDIANO L AZUL              
20719;1400;CURVIGRAFO GRANDEL AZUL              
20720;1300;COLOR ARTISAN UNICOLOR 4MM X1                  
20721;82700;MORRAL ESCOLAR INCOLORS SCRIBE                     
20722;104200;MORRAL EJECUTIVO INBLACK SCRIBE                     
20724;200;SOBRE MANILA OFICIO BLANCO DISPAPELES              
20725;58100;PAPEL FOTOGRAFICO CTA BRILLANTE 190G X50H DI-MATIC
20728;5800;METRO CONTAC UNICORNIO MULT FILMTEX               
20729;5800;METRO CONTAC UNICORNIO CORAZON FILMTEX               
20733;13800;ROLLO CONTAC 3MTS NOGAL CLARO FILMTEX                   
20735;4900;CARTERA SWEET LIZA JJ SPORT                  
20739;13700;MULTIUSOS MONTREAL JJ SPORT                        
20741;34000;BOLSO NIZA JJ SPORT                           
20743;12900;NOTAS ADH ARMONIA PASTEL 50X40 MIX KORES                
20744;2800;NOTAS ADH ARMONIA PASTEL 75X75 100H X1 KORES                
20745;6000;FOMI 1/8 COLOR LISO X10 STDO FYC                 
20746;1600;PALO PALETA X80 BLANCA MERCEDEZ D                          
20747;8000;CUAD COS PD HOM-MUJ 100H R-1 R-2 PRIMAVERA       
20751;12000;DELANTAL PERSONAJES SIN MANGA 1014 PRIMAVERA        
20753;9800;CUAD 105 PD DISNEY -HOM-MUJ R-1 R-2 PRIMAVERA              
20755;150300;MORRAL TROLLEY EJECUTIVO INBLACK SCRIBE                    
20760;47200;"MORRAL POOPSIE 13"" SCRIBE             "
20762;2800;CAJA ARCHIVO HORIZ(TIP NEV )3515NV ECON LEGIS   
20765;21700;CARTERA ESCOLAR INCOLORS SCRIBE               
20766;63600;MORRAL BARCELONA SCRIBE                     
20768;12300;TULA BARCELONA SCRIBE                     
20769;5300;CARTERA SURT DISNEY 1 CIERRE SCRIBE                
20770;6100;CARTERA BARCELONA 2 CIERRES SCRIBE               
20775;2900;CARGADOR USB PARED COLOR NEWPRINT                         
20776;18600;MOUSE INALAMBRICO BACCA 211 NEWPRINT                      
20777;50;EXHIBIDOR ACRILICO MAXELL               
20778;5800;PAD MOUSE SENCILLO BOX NEWPRINT                         
20781;1900;RECIBO CAJA MENOR X160 DIST 2000
20782;200;ESCARAPELA TARJETA DEBITO CEDULA MASTER                         
20783;1100;LAZO SALTAR MASTER 2M                 
20785;10500;MICROPUNTA ESTUCHE X10 DORICOLOR
20787;29300;ROLLO TRANSF 51X25 X5000 2 LINEAS DI-MATIC                
20788;2200;BLOCK PERIODICO OFICIO X50H NESSAN
20794;30300;BOMBA R-12 INF FC IMPRESA SURT X50 SEMPERTEX   
20795;35800;BOMBA R-12 REFLEX STDO X50 SEMPERTEX                
20796;7600;CARPETA GANC PRES OFICIO K00408 LEGIS          
20799;16400;BOLIGRAFO JAZZ PASTEL BABY PINK / NG PELIKAN               
20801;16400;BOLIGRAFO JAZZ PASTEL LAVENDER / NG PELIKAN               
20802;16300;BOLIGRAFO JAZZ PASTEL PEACH / NG PELIKAN               
20803;15600;PLUMON PASTEL COLORELLA X8 JUMBO PELIKAN              
20804;1400;ROLLO TERMICO 57X30 LEGIS
20805;3600;ROLLO TERMICO 80X60 48GR LEGIS
20806;7500;CARTILLA NACHO MATEMATICAS A SUSAETA                   
20816;5200;CUAD COS LICENCIAS STDO 50H R-1 R-2 R-3  LEGIS               
20817;7300;CUAD ARG 1M 105 TAPA DURA R-1-2 SIRENA LEGIS      
20818;16100;CUAD ARG 7M 95 TAPA DURA R-2 DISTORCION LIQ LEGIS      
20819;16100;CUAD ARG 7M 95 TAPA DURA R-2 LINE LEGIS      
20820;7300;CUAD ARG 1M 105 TAPA DURA R-2 TRAZOS DE CARBON LEGIS      
20821;18500;CUAD ARG 7M 95 TAPA DURA R-2 STRANGER LEGIS      
20824;113400;MORRAL INCOLORS BAGPACK SCRIBE                     
20825;47700;LONCHERA KIDS-INCOLORS STDA SCRIBE     
20839;1800;GANCHO CLIP PLASTIFICADO X80 UN TRITON              
20840;17400;MICROPUNTA POINT NEON EST X6UND ICOPEL
20841;6800;MICROPUNTA ROT METALLIC ORO ICOPEL
20842;6800;MICROPUNTA ROT METALLIC PLATA ICOPEL
20843;19900;MICROPUNTA ROT STDO EST X6UND ICOPEL
20844;101500;MESA ELEVA FACIL NEGRA-BLANCA ARTECMA
20851;7000;COLOR TRIANGULAR PASTEL X12 KORES 
20852;8900;ABACO CERRADO 8035 CLARK
20854;17500;AGENDA 2022 DE0025 CLARK                       
20855;17500;AGENDA 2022 DE0029 CLARK                       
20860;5200;COMPAS MADE F9-6 BLISTER CLARK                          
20861;4100;CUENTA FACIL ST-FM-040GR CLARK
20862;2900;FOMI JC-D011-1 CLARK
20864;2900;FOMI ANC-1713 POINTER CLARK                
20865;3100;FOMI ANC-1842 POINTER CLARK                
20866;3400;FOMI ANC-1904 POINTER CLARK                
20869;3100;FOMI LF EVA-1703 POINTER CLARK                
20870;12300;PINCEL PLANO RA-386 X5 CLARK 
20873;2100;PORTAMINAS METAL 0 7MM AR0440-4054 
20875;3900;"TIJERA 9.25"" SCISSORS DE0268 CLARK                     "
20877;1000;TIJERA CACHA NEGRA KS-3205 CLARK
20879;5100;PINTUCARITAS X5 FP-5950 POINTER
20881;10000;PLUMON PUNTA PINCEL X12 329 PRIMAVERA
20882;3200;PEGANTE BARRA 40GR 214 OFFIESCO           
20883;32900;BIBLIA PD DIOS ME HABLA GRANDE 2020 NIKA            
20884;30200;ACETATO FOTOCOPIA TF-7001 POINTER         
20886;2000;TANGRAM PEQUE•O AR0858 CLARK                      
20889;1600;CUCHILLA BISTURI GRAND 18MM-04  CLARK 
20894;31800;TABLERO CORCHO 45X30CM ALBERTO         
20895;11800;FOMI 1/8 COLOR ESCARCHA X10 STDO FYC                 
20896;1300;MARCADOR PERMANENTE STDO MI TRENSITO
20899;57400;PLUMON X48 PUNTA PINCEL ARTISAN                              
20902;12300;PAPEL FOTOGRAFICO ADHES X135GRS X20H SISMA          
20905;2400;ESPIRAL PLAST 12MM NEGRO 
20906;2600;ESPIRAL PLAST 14MM NEGRO 
20908;1500;ESPIRAL PLAST 09MM NEGRO 
20909;1300;ESPIRAL PLAST 08MM NEGRO 
20910;1800;ESPIRAL PLAST 11MM NEGRO 
20912;2900;GANCHO EXPEDIENTE PLAST TRANSP X20 TRITON       
20913;4800;BOLSA PREMIUM L STDA PRIMAVERA                      
20914;7800;COSEDORA MED DL-0397 CLARK
20915;1300;GANCHO CLIP COLOR X100U AR0966 CLARK             
20916;14500;COSEDORA GDE METAL 338 OFFIESCO
20917;11500;FLAUTA POINTER 7A105-SD-23 CLARK                     
20919;3400;FOMI ANC-1715 FLORES POINTER            
20920;800;GANCHO LOTERO 2PULG 51MM WB-108 CLRK               
20921;20400;MARCADOR GRAFICO X12 DL-212 OFISMART
20923;1900;MINA 2MM BL-618 CLARK
20926;10700;BOLSILLO CATALOGO CTA X100 BC-A4
20928;28900;MARCADOR GRAFICO X8 FM-408 8MM CLARK
20929;7000;PINCEL #7 X6  AR1393 CLARK 
20930;27900;PINCEL ACUARELA X6 AR1975 CLARK 
20932;600;GANCHO LOTERO 41MM WB-109 CLARK 
20933;150;SOBRE MANILA 1/2 OFICIIO 57261 DISPAPELES             
20934;1300;CUCHILLA BISTURI GDE X10UND FD-747 MEGAD
20935;2600;COLOR DOBLE PUNTA X12 OFIESMART          
20936;2600;PALO PALETA X100 COLOR MERCEDEZ                          
20937;4300;TARJETA Y-E INVITACION X8 EXTRA                                        
20938;2400;HUELLERO DACTILAR FINGER PAD MERLETTO                              
20939;5400;FOMI ADHESIVO PORTARETRATO ESPUMA                 
20940;9400;ARCHIVADOR EXPANDIBLE 12 BOLS FCL-12
20942;9600;CARPETA SEGURIDAD OFICIO ESTAMP KM006000CH LEGIS 
20944;2300;CARPETA BOLS CARTA BEATON RF 35589 
20945;10100;ARCHIVADOR OFICIO MULTIUSOS IPP     
20946;100;GANCHO NODRIZA PLATA X12 UND                  
20947;3400;COMPROBANTE EGRESO X100 RF 20-07 PAP 2000        
20948;17300;TARJETA INVENTARIO FISICO 3019 X100 UND LEGIS                  
20949;5100;NYLON 0.60MM-35 LBS CLARK          
20950;6600;CARPETA LEGAJADORA PLASTICA HELLO KITTY NORMA           
20951;15100;LIBRO 3COL X400 FOL D Q C                         
20952;11800;FOLDER LONA 95 SIN CIERRE D Q C                          
20953;1900;CARTON CORRUGADO 50X70 ESTAMPADO PRIMAVERA     
20954;88500;FORMAS 10 5/8X11 1P RAYAS DISPAPELES 
20955;5100;FIGURA ADH 3D MARIQUITA PRODUVARIOS                  
20956;12600;PAGARE A LA ORDEN 6001X25 LEGIS              
20957;16500;BANDEJA ESCRITORIO SENCILLA MADERA ROJO/NEGRO F A O          
20958;3200;RAPIDOGRAFO 0.5 DACATY                  
20959;3400;TARJETA INVITACION X12 KOQUITO COD E          
20960;2900;SELLO COMERCIAL CRUZADO FABRIESCOF                
20961;2900;SELLO COMERCIAL PAGADO FABRIESCOF                
20965;1100;AFICHE MINI LUKIS                              
20966;800;LLUVIA DE SOBRES REPUJADA BENEDICTO                   
20967;1200;PLANTILLA MAPA COLOMBIA MORRISON               
20968;700;ROTULO ADH PARA CUADERNO MASTER   
20969;300;REGLA 30CM PLASTICA INDIO                         
20970;19100;ROLLO IONIZADO ESTAMPADO X25MTS PRIMAVERA        
20972;2100;TARJETA INVITACION SENCILLA X12 LUKIS                
20973;1800;CUAD ACTAS X30H OFICIO 430 INDUCONTABLE            
20974;1500;CUAD ACTAS X50H 1/2 OFICIO INDUCONTABLE           
20976;2900;LIBRETA 1/4 3COL-615 CON INDICE P,DURA            
20977;3000;LIBRETA 1/4 R-1 RF 615 CON INDICE INDUCONTABLE              
20978;4700;COMPAS STUDMARK 06622-23    
20979;2900;SELLO COMERCIAL CONTABILIZADO-DESPACHADO  FABRIESCOF                
20980;14600;REGISTRO SOCIOS 710 INDUCONTABLE       
20981;400;CARTULINA PRISMA 220GR CARTA X1 COOIMPRESORES            
20982;2800;COLOR D. PUNTA 12/24 CLICKIT                        
20983;1000;MINA PLASTICA GEL GLADYS                       
20984;1100;MINA XC-087 1.0 GLADYS                       
20985;1100;MINA NC-067 0.5 GLADYS                       
20986;1000;MINA 2MM BL-602HB POINTER               
20987;20400;TINTA MARCADOR BORRABLE 115ML ARTISAN
20989;40600;MALETIN EJECUTIVO CHAPA PLASTICA 735 AR ACCESORIOS         
20990;4500;BOMBA LOL 12 F STDA X12 SEMPERTEX                 
20991;1400;BOLIGRAFO GEL 0.5 XC-902 GLADYS                     
20992;5500;VELA CORAZON X5 SEMPERTEX                   
20993;3600;COLOR PRISMACOLOR  STDO  X1                        
20995;700;BOLIGRAFO ROLLER GEL HERO GP-1006B JK                        
20996;1400;REPUESTO BOLIGRAFO BORRABLE STDO 025R-026 OFFISCO         
20999;2400;JUEGO GEOMETRICO X4 30CM RU-3358 POINTER                   
21000;13200;COLOR TRIANGULAR PASTEL X24 KORES 
21001;8200;CARPETA SEGURIDAD OFICIO KEEPY FRUTY LEGIS
21004;10600;CARPETA SEGURIDAD PLASTICA KM006000TH1 LEGIS      
21005;11800;CUAD 5M ARG FANTASY NESSAN                   
21006;13100;CUAD 7M ARG FANTASY NESSAN                   
21007;25200;BOMBA LOL R-12 F STDA X50 SEMPERTEX                 
21008;5700;MASCARA CALAVERA - ARA•A FOMI SEMPERTEX            
21010;2400;TINTA ROSETA VITRASETA DORADA                   
21012;6200;REGLA MADERA 100CM CLARK
21013;300;COMPAS MILIGRADO MORRINSON                    
21014;5400;VELA ANIMAL SELVA X5 SEMPERTEX                   
21015;2200;BLOCK DIN A-3 F HORIZ X20H FABRIFOLDER               
21016;2400;CREDENCIALES MU•ECOS 3D BICOLOR EXTRA
21017;1800;CREDENCIAL PAREJA HOLOGRAMICA EXTRA
21018;2700;TIRA FOMI NEGRO PRODUVARIOS                
21019;4000;BOLIGRAFO ROLLER E-2185 ROSA METALICO           
21020;4000;BOLIGRAFO ROLLER E-2185 VIOLETA METALICO          
21021;11700;MARCADOR E-1200 NEON X4 EDDING           
21022;26500;MARCADOR E-1200 METALIZADOS X6 EDDING           
21023;18500;MARCADOR E-1200 PASTEL X6 EDDING           
21024;6300;MARCADOR TIZA  E-1500 BLANCO EDDING           
21026;31100;MARCADOR VINILO E-751 PASTEL CEL-AMA-ROSA X3 EDDING           
21027;7700;MARCADOR VINILO E-751 COLOR STDO EDDING           
21028;11800;RESALTADOR MINI E7 PASTEL X5 UN EDDING                 
21029;11800;RESALTADOR MINI E7 NEON  X5 UN EDDING                 
21030;44500;BOMBA R-12 IMP FC RADIANTE DLX R SURT X50 SEMPERTEX   
21031;6900;PINTURA ACRILICA FRIO 60ML DORADO PERLADO F ARTE          
21032;4600;"TIJERA OFICINA 7"" BAOJI MEGA                     "
21035;20100;MOUSE INALAMBRICO MS-626GT HAVIT               
21037;2500;LIMPIADOR KIT DE PANTALLA 3 EN 1 JC0004 100ML       
21038;13800;PARLANTE BLUETOOTH-MICROSD JS-BS1 JEWAY    
21039;8600;MANOS LIBRES UNIVERSAL ADIDAS PW-35
21040;18500;MOUSE INALAMBRICO JM-1245 WM2
21042;36500;MOUSE INALAMBRICO MOWL-100 MAXELL
21043;1800;"PROTECTOR TECLADO SILICONA 14"" JKP-0014"
21044;4200;CABLE HDMI -HDMI ENCAUCHETADO 1MT
21045;9300;PUERTO USB 4 PTOS 2.0 JUH-0678 NEGRO
21046;332000;COLOR PRISMACOLOR X72 EST METALICO 
21048;7600;BOLSILLO CATALOGO CTA X100 ORANGE ONIX
21051;1800;SEPARADOR BRISTOL 105 FABRIFOLDER      
21053;400;TALONARIO RECIBO PEQ X50H FABRIFOLDER    
21054;19400;BANDA SILICONADA 454GR CLICKIT
21055;1400;GANCHO CLIP COLOR X100 CLICKT        
21056;5600;BISTURI GDE METALICO CLICKIT
21057;1200;BOLIGRAFO GEL 0 7MM G-527 MEGA                 
21058;7000;PAPEL FOTOGRAFICO 20H 230GR BASIC                    
21059;37200;COSEDORA USO PESADO DL0391 100H DINGLI                
21060;80300;COSEDORA INDUSTRIAL 140H 326 OFFIESCO       
21061;2300;CUCHILLA BISTURI X-ACTO JM-4082 CLICKIT
21062;3300;ACUARELA PALETA CON PINCEL X12 OFISMARK         
21063;159900;MAQUINA TIQUETEADORA MOTEX 5500 GENERICA    
21064;345100;MAQUINA TIQUETEADORA SATO PB2
21066;2200;BOLIGRAFO BP 10 B-003 EDDING                       
21067;4900;TARJETA INVITACION TIPO CAJA EXPRESION SOCIAL       
